Date,Pro-Reg Tweets Daily,Anti-Reg Tweets Daily
2018-12-10,59,77
2018-12-11,91,64
2018-12-12,91,72
2018-12-13,114,59
2018-12-14,118,83
2018-12-15,44,75
2018-12-16,28,95
2018-12-17,79,202
2018-12-18,58,232
2018-12-19,81,125
2018-12-20,81,142
2018-12-21,55,124
2018-12-22,27,99
2018-12-23,19,207
2018-12-24,28,142
2018-12-25,19,178
2018-12-26,34,139
2018-12-27,36,158
2018-12-28,33,210
2018-12-29,21,121
2018-12-30,18,138
2018-12-31,28,141
2019-01-01,30,109
2019-01-02,47,119
2019-01-03,55,118
2019-01-04,74,156
2019-01-05,49,102
2019-01-06,27,169
2019-01-07,43,94
2019-01-08,151,190
2019-01-09,92,178
2019-01-10,75,122
2019-01-11,57,103
2019-01-12,39,68
2019-01-13,26,325
2019-01-14,60,153
2019-01-15,59,225
2019-01-16,68,162
2019-01-17,63,121
2019-01-18,70,85
2019-01-19,30,69
2019-01-20,25,40
2019-01-21,42,71
2019-01-22,73,85
2019-01-23,78,54
2019-01-24,57,104
2019-01-25,46,70
2019-01-26,24,71
2019-01-27,35,128
2019-01-28,51,183
2019-01-29,101,101
2019-01-30,54,149
2019-01-31,129,138
2019-02-01,110,84
2019-02-02,61,144
2019-02-03,36,142
2019-02-04,77,98
2019-02-05,124,99
2019-02-06,399,126
2019-02-07,94,239
2019-02-08,75,110
2019-02-09,39,119
2019-02-10,39,272
2019-02-11,69,304
2019-02-12,139,125
2019-02-13,154,112
2019-02-14,242,216
2019-02-15,123,149
2019-02-16,114,100
2019-02-17,77,213
2019-02-18,46,298
2019-02-19,79,183
2019-02-20,87,459
2019-02-21,107,450
2019-02-22,78,278
2019-02-23,55,112
2019-02-24,44,136
2019-02-25,104,226
2019-02-26,192,130
2019-02-27,257,217
2019-02-28,155,137
2019-03-01,136,80
2019-03-02,47,106
2019-03-03,26,67
2019-03-04,42,59
2019-03-05,74,87
2019-03-06,88,92
2019-03-07,133,313
2019-03-08,111,110
2019-03-09,48,89
2019-03-10,34,77
2019-03-11,64,145
2019-03-12,78,100
2019-03-13,103,212
2019-03-14,107,112
2019-03-15,126,190
2019-03-16,61,119
2019-03-17,43,92
2019-03-18,91,184
2019-03-19,69,136
2019-03-20,74,82
2019-03-21,120,261
2019-03-22,101,248
2019-03-23,39,140
2019-03-24,62,225
2019-03-25,105,154
2019-03-26,160,235
2019-03-27,81,115
2019-03-28,105,119
2019-03-29,77,118
2019-03-30,71,59
2019-03-31,54,144
2019-04-01,101,71
2019-04-02,173,270
2019-04-03,146,103
2019-04-04,141,184
2019-04-05,72,261
2019-04-06,44,100
2019-04-07,30,116
2019-04-08,69,81
2019-04-09,70,408
2019-04-10,106,163
2019-04-11,75,248
2019-04-12,127,96
2019-04-13,39,63
2019-04-14,29,93
2019-04-15,77,123
2019-04-16,83,67
2019-04-17,86,57
2019-04-18,63,131
2019-04-19,47,120
2019-04-20,49,113
2019-04-21,36,85
2019-04-22,59,96
2019-04-23,92,75
2019-04-24,96,80
2019-04-25,93,135
2019-04-26,241,144
2019-04-27,141,50
2019-04-28,68,165
2019-04-29,123,109
2019-04-30,141,78
2019-05-01,128,82
2019-05-02,119,199
2019-05-03,77,81
2019-05-04,63,61
2019-05-05,32,122
2019-05-06,96,82
2019-05-07,103,66
2019-05-08,198,90
2019-05-09,174,108
2019-05-10,104,117
2019-05-11,69,49
2019-05-12,41,167
2019-05-13,67,165
2019-05-14,78,96
2019-05-15,89,104
2019-05-16,64,69
2019-05-17,68,59
2019-05-18,69,85
2019-05-19,43,202
2019-05-20,69,199
2019-05-21,82,117
2019-05-22,84,136
2019-05-23,89,164
2019-05-24,79,110
2019-05-25,44,53
2019-05-26,24,90
2019-05-27,28,136
2019-05-28,85,106
2019-05-29,101,270
2019-05-30,76,220
2019-05-31,148,206
2019-06-01,142,86
2019-06-02,70,96
2019-06-03,100,122
2019-06-04,114,81
2019-06-05,91,111
2019-06-06,114,124
2019-06-07,511,91
2019-06-08,224,65
2019-06-09,165,55
2019-06-10,122,76
2019-06-11,125,110
2019-06-12,98,143
2019-06-13,87,159
2019-06-14,93,54
2019-06-15,34,38
2019-06-16,37,93
2019-06-17,93,75
2019-06-18,93,61
2019-06-19,108,70
2019-06-20,224,123
2019-06-21,88,51
2019-06-22,44,33
2019-06-23,35,31
2019-06-24,68,41
2019-06-25,69,47
2019-06-26,152,64
2019-06-27,200,96
2019-06-28,161,97
2019-06-29,44,47
2019-06-30,33,33
2019-07-01,67,51
2019-07-02,74,88
2019-07-03,84,79
2019-07-04,77,57
2019-07-05,36,46
2019-07-06,34,45
2019-07-07,30,74
2019-07-08,78,78
2019-07-09,176,58
2019-07-10,101,66
2019-07-11,78,152
2019-07-12,66,55
2019-07-13,94,51
2019-07-14,48,59
2019-07-15,78,76
2019-07-16,57,52
2019-07-17,78,55
2019-07-18,56,57
2019-07-19,66,54
2019-07-20,61,32
2019-07-21,52,90
2019-07-22,58,51
2019-07-23,55,73
2019-07-24,58,96
2019-07-25,212,69
2019-07-26,103,77
2019-07-27,45,41
2019-07-28,37,42
2019-07-29,144,127
2019-07-30,102,142
2019-07-31,137,147
2019-08-01,151,93
2019-08-02,131,40
2019-08-03,149,54
2019-08-04,298,37
2019-08-05,239,54
2019-08-06,214,78
2019-08-07,254,99
2019-08-08,202,89
2019-08-09,175,78
2019-08-10,186,50
2019-08-11,73,42
2019-08-12,115,86
2019-08-13,96,91
2019-08-14,142,73
2019-08-15,152,110
2019-08-16,98,86
2019-08-17,128,58
2019-08-18,100,49
2019-08-19,139,72
2019-08-20,112,110
2019-08-21,112,65
2019-08-22,108,78
2019-08-23,86,63
2019-08-24,42,42
2019-08-25,28,32
2019-08-26,78,56
2019-08-27,88,75
2019-08-28,101,59
2019-08-29,62,62
2019-08-30,52,62
2019-08-31,71,44
2019-09-01,148,28
2019-09-02,79,45
2019-09-03,121,67
2019-09-04,121,107
2019-09-05,108,79
2019-09-06,131,62
2019-09-07,62,43
2019-09-08,59,35
2019-09-09,122,57
2019-09-10,267,80
2019-09-11,160,96
2019-09-12,155,77
2019-09-13,244,89
2019-09-14,52,59
2019-09-15,78,54
2019-09-16,63,58
2019-09-17,179,53
2019-09-18,203,60
2019-09-19,161,85
2019-09-20,122,62
2019-09-21,57,31
2019-09-22,54,47
2019-09-23,79,57
2019-09-24,96,90
2019-09-25,194,88
2019-09-26,125,66
2019-09-27,127,46
2019-09-28,79,32
2019-09-29,63,42
2019-09-30,75,52
2019-10-01,159,45
2019-10-02,295,53
2019-10-03,132,74
2019-10-04,89,58
2019-10-05,44,41
2019-10-06,45,37
2019-10-07,60,59
2019-10-08,86,95
2019-10-09,78,49
2019-10-10,95,46
2019-10-11,66,36
2019-10-12,74,32
2019-10-13,55,27
2019-10-14,76,60
2019-10-15,109,41
2019-10-16,177,58
2019-10-17,82,84
2019-10-18,74,38
2019-10-19,50,30
2019-10-20,35,24
2019-10-21,104,48
2019-10-22,93,58
2019-10-23,56,67
2019-10-24,77,67
2019-10-25,50,51
2019-10-26,42,33
2019-10-27,44,31
2019-10-28,84,59
2019-10-29,56,49
2019-10-30,72,51
2019-10-31,97,52
2019-11-01,76,50
2019-11-02,42,34
2019-11-03,41,24
2019-11-04,88,52
2019-11-05,106,58
2019-11-06,227,37
2019-11-07,115,48
2019-11-08,68,44
2019-11-09,54,37
2019-11-10,49,34
2019-11-11,91,41
2019-11-12,94,34
2019-11-13,77,45
2019-11-14,140,37
2019-11-15,103,43
2019-11-16,65,28
2019-11-17,49,33
2019-11-18,135,43
2019-11-19,71,33
2019-11-20,87,35
2019-11-21,195,26
2019-11-22,92,23
2019-11-23,41,17
2019-11-24,48,16
2019-11-25,65,37
2019-11-26,64,37
2019-11-27,77,39
2019-11-28,42,27
2019-11-29,35,36
2019-11-30,28,27
2019-12-01,65,28
2019-12-02,255,54
2019-12-03,105,64
2019-12-04,94,41
2019-12-05,95,50
2019-12-06,125,43
2019-12-07,71,62
2019-12-08,53,40
2019-12-09,50,41
2019-12-10,127,40
2019-12-11,121,42
2019-12-12,76,63
2019-12-13,55,56
2019-12-14,111,48
2019-12-15,33,37
2019-12-16,81,46
2019-12-17,86,42
2019-12-18,64,42
2019-12-19,132,41
2019-12-20,104,59
2019-12-21,47,65
2019-12-22,57,31
2019-12-23,50,57
2019-12-24,30,48
2019-12-25,63,30
2019-12-26,37,37
2019-12-27,30,38
2019-12-28,41,28
2019-12-29,41,39
2019-12-30,62,67
2019-12-31,52,49
2020-01-01,43,31
