Date,Pro-Reg Tweets Daily,Anti-Reg Tweets Daily
2012-10-09,99,37
2012-10-10,82,25
2012-10-11,28,27
2012-10-12,38,17
2012-10-13,7,23
2012-10-14,0,20
2012-10-15,43,26
2012-10-16,18,38
2012-10-17,98,40
2012-10-18,32,36
2012-10-19,32,35
2012-10-20,12,26
2012-10-21,13,17
2012-10-22,55,28
2012-10-23,76,40
2012-10-24,56,35
2012-10-25,66,39
2012-10-26,81,34
2012-10-27,17,24
2012-10-28,0,16
2012-10-29,4,30
2012-10-30,7,38
2012-10-31,37,25
2012-11-01,55,38
2012-11-02,11,41
2012-11-03,29,34
2012-11-04,12,20
2012-11-05,37,27
2012-11-06,41,27
2012-11-07,93,42
2012-11-08,104,31
2012-11-09,198,35
2012-11-10,10,24
2012-11-11,3,25
2012-11-12,3,25
2012-11-13,101,37
2012-11-14,83,24
2012-11-15,38,30
2012-11-16,78,27
2012-11-17,15,31
2012-11-18,1,22
2012-11-19,91,24
2012-11-20,70,28
2012-11-21,74,28
2012-11-22,27,16
2012-11-23,14,16
2012-11-24,13,21
2012-11-25,10,17
2012-11-26,84,24
2012-11-27,73,19
2012-11-28,93,18
2012-11-29,102,32
2012-11-30,78,32
2012-12-01,22,28
2012-12-02,5,28
2012-12-03,129,37
2012-12-04,210,40
2012-12-05,194,27
2012-12-06,190,30
2012-12-07,110,31
2012-12-08,17,25
2012-12-09,8,28
2012-12-10,158,26
2012-12-11,211,41
2012-12-12,196,30
2012-12-13,130,35
2012-12-14,161,39
2012-12-15,213,31
2012-12-16,161,33
2012-12-17,159,55
2012-12-18,160,70
2012-12-19,104,51
2012-12-20,84,59
2012-12-21,217,92
2012-12-22,108,35
2012-12-23,178,35
2012-12-24,202,36
2012-12-25,67,28
2012-12-26,33,32
2012-12-27,51,44
2012-12-28,118,37
2012-12-29,63,47
2012-12-30,39,50
2012-12-31,80,42
2013-01-01,26,50
2013-01-02,65,69
2013-01-03,135,64
2013-01-04,195,64
2013-01-05,149,66
2013-01-06,60,88
2013-01-07,187,59
2013-01-08,155,63
2013-01-09,127,52
2013-01-10,113,85
2013-01-11,126,82
2013-01-12,98,49
2013-01-13,146,43
2013-01-14,154,73
2013-01-15,178,75
2013-01-16,183,56
2013-01-17,112,49
2013-01-18,118,55
2013-01-19,86,40
2013-01-20,82,32
2013-01-21,88,31
2013-01-22,107,44
2013-01-23,95,52
2013-01-24,191,50
2013-01-25,147,62
2013-01-26,214,50
2013-01-27,53,30
2013-01-28,91,46
2013-01-29,145,67
2013-01-30,415,81
2013-01-31,151,61
2013-02-01,142,46
2013-02-02,102,36
2013-02-03,72,37
2013-02-04,131,29
2013-02-05,118,32
2013-02-06,110,42
2013-02-07,108,56
2013-02-08,100,45
2013-02-09,54,37
2013-02-10,48,24
2013-02-11,168,37
2013-02-12,286,39
2013-02-13,232,53
2013-02-14,198,49
2013-02-15,107,40
2013-02-16,69,36
2013-02-17,53,33
2013-02-18,55,18
2013-02-19,91,36
2013-02-20,232,53
2013-02-21,180,47
2013-02-22,134,35
2013-02-23,76,37
2013-02-24,112,27
2013-02-25,71,37
2013-02-26,66,36
2013-02-27,364,93
2013-02-28,96,38
2013-03-01,85,20
2013-03-02,35,25
2013-03-03,40,19
2013-03-04,62,33
2013-03-05,83,37
2013-03-06,102,47
2013-03-07,151,62
2013-03-08,122,40
2013-03-09,52,22
2013-03-10,62,24
2013-03-11,77,42
2013-03-12,148,31
2013-03-13,150,41
2013-03-14,216,60
2013-03-15,89,30
2013-03-16,51,28
2013-03-17,54,19
2013-03-18,67,45
2013-03-19,149,80
2013-03-20,120,38
2013-03-21,120,36
2013-03-22,72,60
2013-03-23,40,36
2013-03-24,88,28
2013-03-25,70,42
2013-03-26,76,70
2013-03-27,77,57
2013-03-28,170,66
2013-03-29,106,34
2013-03-30,82,29
2013-03-31,47,30
2013-04-01,90,75
2013-04-02,291,52
2013-04-03,220,79
2013-04-04,149,45
2013-04-05,100,67
2013-04-06,26,42
2013-04-07,40,19
2013-04-08,75,65
2013-04-09,111,78
2013-04-10,132,84
2013-04-11,124,64
2013-04-12,136,54
2013-04-13,83,32
2013-04-14,43,25
2013-04-15,127,78
2013-04-16,126,56
2013-04-17,289,92
2013-04-18,115,57
2013-04-19,156,27
2013-04-20,68,21
2013-04-21,42,17
2013-04-22,97,27
2013-04-23,86,25
2013-04-24,108,25
2013-04-25,249,22
2013-04-26,95,30
2013-04-27,26,31
2013-04-28,42,22
2013-04-29,73,37
2013-04-30,127,35
2013-05-01,109,27
2013-05-02,124,54
2013-05-03,91,46
2013-05-04,60,44
2013-05-05,64,14
2013-05-06,117,38
2013-05-07,109,23
2013-05-08,80,48
2013-05-09,96,29
2013-05-10,155,28
2013-05-11,57,25
2013-05-12,37,13
2013-05-13,120,30
2013-05-14,69,28
2013-05-15,72,24
2013-05-16,80,22
2013-05-17,75,29
2013-05-18,32,20
2013-05-19,40,18
2013-05-20,54,45
2013-05-21,69,23
2013-05-22,81,43
2013-05-23,104,39
2013-05-24,76,22
2013-05-25,34,26
2013-05-26,22,19
2013-05-27,29,17
2013-05-28,118,16
2013-05-29,122,17
2013-05-30,83,14
2013-05-31,88,19
2013-06-01,23,7
2013-06-02,36,9
2013-06-03,96,16
2013-06-04,78,30
2013-06-05,103,37
2013-06-06,73,39
2013-06-07,62,37
2013-06-08,101,21
2013-06-09,83,21
2013-06-10,82,25
2013-06-11,65,29
2013-06-12,261,34
2013-06-13,93,46
2013-06-14,83,33
2013-06-15,46,21
2013-06-16,31,26
2013-06-17,59,50
2013-06-18,66,36
2013-06-19,62,48
2013-06-20,46,37
2013-06-21,95,36
2013-06-22,67,22
2013-06-23,19,21
2013-06-24,46,44
2013-06-25,28,37
2013-06-26,41,45
2013-06-27,28,55
2013-06-28,33,50
2013-06-29,24,44
2013-06-30,13,23
2013-07-01,44,46
2013-07-02,36,36
2013-07-03,96,42
2013-07-04,48,22
2013-07-05,62,21
2013-07-06,95,20
2013-07-07,22,24
2013-07-08,40,64
2013-07-09,81,39
2013-07-10,82,19
2013-07-11,75,48
2013-07-12,75,29
2013-07-13,44,20
2013-07-14,115,32
2013-07-15,147,52
2013-07-16,102,44
2013-07-17,81,65
2013-07-18,85,31
2013-07-19,97,33
2013-07-20,71,29
2013-07-21,26,25
2013-07-22,70,27
2013-07-23,47,41
2013-07-24,76,60
2013-07-25,147,92
2013-07-26,58,28
2013-07-27,29,17
2013-07-28,23,33
2013-07-29,56,52
2013-07-30,57,30
2013-07-31,153,37
2013-08-01,72,27
2013-08-02,86,33
2013-08-03,22,35
2013-08-04,18,34
2013-08-05,65,53
2013-08-06,80,51
2013-08-07,93,38
2013-08-08,155,51
2013-08-09,151,39
2013-08-10,102,36
2013-08-11,49,23
2013-08-12,100,25
2013-08-13,68,44
2013-08-14,84,21
2013-08-15,73,36
2013-08-16,71,26
2013-08-17,72,25
2013-08-18,30,29
2013-08-19,175,41
2013-08-20,189,48
2013-08-21,93,34
2013-08-22,193,36
2013-08-23,76,39
2013-08-24,107,19
2013-08-25,57,23
2013-08-26,70,47
2013-08-27,89,50
2013-08-28,51,59
2013-08-29,49,47
2013-08-30,51,37
2013-08-31,71,27
2013-09-01,17,31
2013-09-02,40,34
2013-09-03,85,33
2013-09-04,59,33
2013-09-05,78,43
2013-09-06,45,47
2013-09-07,32,32
2013-09-08,28,27
2013-09-09,48,47
2013-09-10,85,57
2013-09-11,54,67
2013-09-12,39,49
2013-09-13,81,33
2013-09-14,26,22
2013-09-15,28,25
2013-09-16,170,36
2013-09-17,114,41
2013-09-18,99,44
2013-09-19,78,56
2013-09-20,59,42
2013-09-21,40,43
2013-09-22,23,31
2013-09-23,33,40
2013-09-24,44,56
2013-09-25,47,52
2013-09-26,48,48
2013-09-27,33,42
2013-09-28,22,26
2013-09-29,23,34
2013-09-30,38,53
2013-10-01,42,49
2013-10-02,43,61
2013-10-03,54,42
2013-10-04,46,60
2013-10-05,14,36
2013-10-06,16,38
2013-10-07,32,54
2013-10-08,34,49
2013-10-09,59,47
2013-10-10,41,54
2013-10-11,81,56
2013-10-12,44,43
2013-10-13,11,39
2013-10-14,26,45
2013-10-15,39,48
2013-10-16,70,49
2013-10-17,114,32
2013-10-18,44,28
2013-10-19,27,23
2013-10-20,22,19
2013-10-21,80,39
2013-10-22,43,38
2013-10-23,74,52
2013-10-24,89,50
2013-10-25,96,32
2013-10-26,18,19
2013-10-27,21,32
2013-10-28,50,39
2013-10-29,149,59
2013-10-30,43,33
2013-10-31,32,51
2013-11-01,93,48
2013-11-02,25,26
2013-11-03,16,20
2013-11-04,87,39
2013-11-05,85,49
2013-11-06,89,44
2013-11-07,39,44
2013-11-08,90,52
2013-11-09,27,39
2013-11-10,27,36
2013-11-11,56,44
2013-11-12,91,35
2013-11-13,144,50
2013-11-14,100,30
2013-11-15,106,50
2013-11-16,27,25
2013-11-17,12,29
2013-11-18,76,45
2013-11-19,128,40
2013-11-20,106,46
2013-11-21,85,38
2013-11-22,172,57
2013-11-23,21,33
2013-11-24,14,14
2013-11-25,159,24
2013-11-26,52,65
2013-11-27,38,65
2013-11-28,93,30
2013-11-29,26,30
2013-11-30,42,31
2013-12-01,10,19
2013-12-02,49,29
2013-12-03,65,32
2013-12-04,53,43
2013-12-05,66,38
2013-12-06,226,32
2013-12-07,31,25
2013-12-08,46,25
2013-12-09,83,44
2013-12-10,51,27
2013-12-11,150,45
2013-12-12,86,34
2013-12-13,116,57
2013-12-14,152,21
2013-12-15,85,21
2013-12-16,128,46
2013-12-17,105,39
2013-12-18,105,57
2013-12-19,44,43
2013-12-20,38,33
2013-12-21,31,28
2013-12-22,24,21
2013-12-23,34,38
2013-12-24,19,29
2013-12-25,11,16
2013-12-26,12,25
2013-12-27,34,24
2013-12-28,27,31
2013-12-29,28,22
2013-12-30,65,42
2013-12-31,109,42
2014-01-01,26,26
2014-01-02,40,47
2014-01-03,56,46
2014-01-04,25,28
2014-01-05,27,28
2014-01-06,46,41
2014-01-07,42,59
2014-01-08,74,50
2014-01-09,83,50
2014-01-10,55,44
2014-01-11,23,33
2014-01-12,24,27
2014-01-13,72,64
2014-01-14,148,74
2014-01-15,153,54
2014-01-16,167,84
2014-01-17,137,29
2014-01-18,52,26
2014-01-19,40,25
2014-01-20,48,53
2014-01-21,109,50
2014-01-22,73,36
2014-01-23,132,42
2014-01-24,101,54
2014-01-25,58,34
2014-01-26,49,25
2014-01-27,61,48
2014-01-28,61,70
2014-01-29,228,60
2014-01-30,209,53
2014-01-31,52,40
2014-02-01,32,30
2014-02-02,30,50
2014-02-03,52,57
2014-02-04,81,51
2014-02-05,100,28
2014-02-06,73,51
2014-02-07,141,53
2014-02-08,25,19
2014-02-09,23,26
2014-02-10,88,48
2014-02-11,70,51
2014-02-12,66,51
2014-02-13,98,35
2014-02-14,76,42
2014-02-15,50,25
2014-02-16,26,36
2014-02-17,102,37
2014-02-18,96,37
2014-02-19,87,81
2014-02-20,86,43
2014-02-21,82,55
2014-02-22,60,27
2014-02-23,102,31
2014-02-24,81,46
2014-02-25,78,46
2014-02-26,122,42
2014-02-27,118,40
2014-02-28,64,50
2014-03-01,23,34
2014-03-02,16,43
2014-03-03,34,52
2014-03-04,40,67
2014-03-05,65,54
2014-03-06,85,74
2014-03-07,66,36
2014-03-08,46,40
2014-03-09,32,31
2014-03-10,60,36
2014-03-11,124,33
2014-03-12,123,53
2014-03-13,106,57
2014-03-14,103,35
2014-03-15,17,35
2014-03-16,18,24
2014-03-17,107,39
2014-03-18,156,37
2014-03-19,61,32
2014-03-20,106,38
2014-03-21,50,36
2014-03-22,16,17
2014-03-23,14,16
2014-03-24,38,43
2014-03-25,46,41
2014-03-26,49,55
2014-03-27,37,63
2014-03-28,44,55
2014-03-29,19,24
2014-03-30,14,25
2014-03-31,37,53
2014-04-01,40,40
2014-04-02,46,120
2014-04-03,112,54
2014-04-04,50,43
2014-04-05,25,9
2014-04-06,17,11
2014-04-07,48,32
2014-04-08,34,26
2014-04-09,69,38
2014-04-10,41,40
2014-04-11,49,34
2014-04-12,44,12
2014-04-13,21,16
2014-04-14,31,38
2014-04-15,25,35
2014-04-16,77,34
2014-04-17,46,34
2014-04-18,34,40
2014-04-19,12,16
2014-04-20,15,22
2014-04-21,54,33
2014-04-22,34,37
2014-04-23,87,54
2014-04-24,72,39
2014-04-25,174,69
2014-04-26,52,52
2014-04-27,17,36
2014-04-28,128,33
2014-04-29,80,52
2014-04-30,63,30
2014-05-01,114,32
2014-05-02,87,32
2014-05-03,15,13
2014-05-04,30,26
2014-05-05,115,31
2014-05-06,137,37
2014-05-07,117,28
2014-05-08,69,22
2014-05-09,51,28
2014-05-10,21,24
2014-05-11,15,17
2014-05-12,177,35
2014-05-13,48,37
2014-05-14,51,42
2014-05-15,85,35
2014-05-16,157,39
2014-05-17,71,13
2014-05-18,17,24
2014-05-19,74,35
2014-05-20,73,38
2014-05-21,149,44
2014-05-22,73,23
2014-05-23,92,43
2014-05-24,45,32
2014-05-25,50,35
2014-05-26,36,11
2014-05-27,156,30
2014-05-28,140,46
2014-05-29,116,49
2014-05-30,98,43
2014-05-31,34,31
2014-06-01,29,29
2014-06-02,49,43
2014-06-03,62,34
2014-06-04,69,41
2014-06-05,113,36
2014-06-06,170,57
2014-06-07,19,19
2014-06-08,21,25
2014-06-09,101,44
2014-06-10,209,42
2014-06-11,95,50
2014-06-12,80,55
2014-06-13,47,33
2014-06-14,44,23
2014-06-15,27,24
2014-06-16,94,35
2014-06-17,96,68
2014-06-18,66,30
2014-06-19,95,28
2014-06-20,97,24
2014-06-21,26,20
2014-06-22,9,22
2014-06-23,66,14
2014-06-24,127,16
2014-06-25,98,29
2014-06-26,58,29
2014-06-27,75,22
2014-06-28,11,20
2014-06-29,10,12
2014-06-30,41,27
2014-07-01,28,48
2014-07-02,75,41
2014-07-03,83,23
2014-07-04,19,22
2014-07-05,7,8
2014-07-06,12,15
2014-07-07,35,28
2014-07-08,34,39
2014-07-09,37,24
2014-07-10,43,30
2014-07-11,27,12
2014-07-12,13,4
2014-07-13,24,6
2014-07-14,63,15
2014-07-15,41,15
2014-07-16,37,16
2014-07-17,41,26
2014-07-18,19,12
2014-07-19,10,10
2014-07-20,19,5
2014-07-21,47,11
2014-07-22,35,24
2014-07-23,39,19
2014-07-24,31,19
2014-07-25,26,18
2014-07-26,8,17
2014-07-27,6,27
2014-07-28,40,15
2014-07-29,63,36
2014-07-30,171,26
2014-07-31,68,42
2014-08-01,25,51
2014-08-02,14,24
2014-08-03,5,9
2014-08-04,36,48
2014-08-05,74,25
2014-08-06,94,30
2014-08-07,43,21
2014-08-08,20,20
2014-08-09,21,11
2014-08-10,1,5
2014-08-11,46,13
2014-08-12,67,21
2014-08-13,54,27
2014-08-14,36,21
2014-08-15,55,20
2014-08-16,9,8
2014-08-17,11,9
2014-08-18,28,25
2014-08-19,86,16
2014-08-20,95,35
2014-08-21,94,28
2014-08-22,34,30
2014-08-23,17,25
2014-08-24,8,12
2014-08-25,73,40
2014-08-26,53,43
2014-08-27,76,25
2014-08-28,66,19
2014-08-29,36,27
2014-08-30,19,25
2014-08-31,30,13
2014-09-01,17,13
2014-09-02,51,24
2014-09-03,63,76
2014-09-04,68,30
2014-09-05,32,21
2014-09-06,27,22
2014-09-07,6,23
2014-09-08,47,32
2014-09-09,26,50
2014-09-10,79,30
2014-09-11,42,25
2014-09-12,38,26
2014-09-13,20,19
2014-09-14,12,7
2014-09-15,93,12
2014-09-16,75,16
2014-09-17,53,20
2014-09-18,42,37
2014-09-19,56,31
2014-09-20,11,14
2014-09-21,16,12
2014-09-22,89,30
2014-09-23,83,29
2014-09-24,35,27
2014-09-25,38,22
2014-09-26,31,27
2014-09-27,22,16
2014-09-28,18,4
2014-09-29,39,19
2014-09-30,50,31
2014-10-01,48,23
2014-10-02,29,19
2014-10-03,60,20
2014-10-04,20,7
2014-10-05,10,8
2014-10-06,54,23
2014-10-07,66,20
2014-10-08,56,16
2014-10-09,73,23
2014-10-10,46,27
2014-10-11,19,11
2014-10-12,22,10
2014-10-13,37,18
2014-10-14,46,20
2014-10-15,86,19
2014-10-16,64,19
2014-10-17,96,22
2014-10-18,22,21
2014-10-19,17,11
2014-10-20,49,24
2014-10-21,46,25
2014-10-22,128,31
2014-10-23,109,27
2014-10-24,82,24
2014-10-25,48,15
2014-10-26,21,4
2014-10-27,71,31
2014-10-28,62,38
2014-10-29,67,33
2014-10-30,56,43
2014-10-31,141,25
2014-11-01,21,14
2014-11-02,8,11
2014-11-03,143,15
2014-11-04,93,28
2014-11-05,117,73
2014-11-06,86,24
2014-11-07,41,17
2014-11-08,19,15
2014-11-09,9,9
2014-11-10,45,19
2014-11-11,19,27
2014-11-12,89,17
2014-11-13,75,18
2014-11-14,42,21
2014-11-15,20,9
2014-11-16,22,9
2014-11-17,51,33
2014-11-18,72,23
2014-11-19,60,32
2014-11-20,106,45
2014-11-21,95,26
2014-11-22,20,15
2014-11-23,11,10
2014-11-24,71,20
2014-11-25,32,33
2014-11-26,26,27
2014-11-27,20,11
2014-11-28,33,10
2014-11-29,14,5
2014-11-30,15,4
2014-12-01,42,17
2014-12-02,53,12
2014-12-03,53,17
2014-12-04,43,14
2014-12-05,60,8
2014-12-06,27,4
2014-12-07,10,6
2014-12-08,53,24
2014-12-09,81,16
2014-12-10,48,16
2014-12-11,57,26
2014-12-12,110,16
2014-12-13,55,7
2014-12-14,84,8
2014-12-15,131,17
2014-12-16,91,13
2014-12-17,145,25
2014-12-18,96,24
2014-12-19,57,20
2014-12-20,26,13
2014-12-21,27,6
2014-12-22,140,19
2014-12-23,108,11
2014-12-24,29,11
2014-12-25,8,10
2014-12-26,14,4
2014-12-27,10,18
2014-12-28,29,8
2014-12-29,62,11
2014-12-30,74,19
2014-12-31,40,14
2015-01-01,29,5
2015-01-02,26,13
2015-01-03,15,13
2015-01-04,15,6
2015-01-05,56,19
2015-01-06,47,23
2015-01-07,53,62
2015-01-08,96,21
2015-01-09,127,19
2015-01-10,32,9
2015-01-11,22,10
2015-01-12,62,22
2015-01-13,60,18
2015-01-14,70,23
2015-01-15,72,20
2015-01-16,57,18
2015-01-17,21,15
2015-01-18,14,17
2015-01-19,48,10
2015-01-20,71,20
2015-01-21,70,28
2015-01-22,68,23
2015-01-23,42,20
2015-01-24,15,25
2015-01-25,28,4
2015-01-26,79,17
2015-01-27,36,17
2015-01-28,46,16
2015-01-29,93,35
2015-01-30,40,20
2015-01-31,15,10
2015-02-01,32,11
2015-02-02,39,18
2015-02-03,48,19
2015-02-04,66,34
2015-02-05,56,17
2015-02-06,51,23
2015-02-07,33,14
2015-02-08,27,14
2015-02-09,54,33
2015-02-10,49,27
2015-02-11,56,39
2015-02-12,136,56
2015-02-13,39,28
2015-02-14,24,19
2015-02-15,9,17
2015-02-16,11,31
2015-02-17,77,18
2015-02-18,59,33
2015-02-19,70,41
2015-02-20,55,23
2015-02-21,19,24
2015-02-22,9,15
2015-02-23,62,26
2015-02-24,58,32
2015-02-25,54,35
2015-02-26,72,40
2015-02-27,91,51
2015-02-28,37,14
2015-03-01,20,10
2015-03-02,46,23
2015-03-03,79,27
2015-03-04,70,37
2015-03-05,82,43
2015-03-06,64,37
2015-03-07,27,38
2015-03-08,15,10
2015-03-09,98,25
2015-03-10,48,38
2015-03-11,56,34
2015-03-12,66,31
2015-03-13,70,28
2015-03-14,13,15
2015-03-15,15,6
2015-03-16,34,21
2015-03-17,96,41
2015-03-18,85,27
2015-03-19,128,23
2015-03-20,124,33
2015-03-21,18,14
2015-03-22,17,6
2015-03-23,50,18
2015-03-24,61,40
2015-03-25,73,26
2015-03-26,102,32
2015-03-27,73,26
2015-03-28,37,14
2015-03-29,24,8
2015-03-30,65,17
2015-03-31,78,18
2015-04-01,83,14
2015-04-02,107,33
2015-04-03,52,24
2015-04-04,33,25
2015-04-05,7,4
2015-04-06,39,25
2015-04-07,43,37
2015-04-08,84,23
2015-04-09,73,18
2015-04-10,127,81
2015-04-11,51,63
2015-04-12,28,19
2015-04-13,40,17
2015-04-14,65,19
2015-04-15,49,29
2015-04-16,49,17
2015-04-17,44,10
2015-04-18,19,3
2015-04-19,19,3
2015-04-20,40,21
2015-04-21,38,30
2015-04-22,49,29
2015-04-23,66,26
2015-04-24,68,23
2015-04-25,24,16
2015-04-26,15,7
2015-04-27,131,28
2015-04-28,48,39
2015-04-29,44,30
2015-04-30,45,33
2015-05-01,77,31
2015-05-02,10,9
2015-05-03,20,14
2015-05-04,92,21
2015-05-05,42,21
2015-05-06,66,28
2015-05-07,57,25
2015-05-08,62,24
2015-05-09,50,16
2015-05-10,28,11
2015-05-11,65,25
2015-05-12,64,25
2015-05-13,32,28
2015-05-14,44,29
2015-05-15,46,27
2015-05-16,22,14
2015-05-17,24,9
2015-05-18,72,28
2015-05-19,52,29
2015-05-20,65,24
2015-05-21,58,25
2015-05-22,38,26
2015-05-23,16,10
2015-05-24,9,7
2015-05-25,19,6
2015-05-26,33,23
2015-05-27,40,25
2015-05-28,81,42
2015-05-29,52,40
2015-05-30,32,15
2015-05-31,23,14
2015-06-01,120,34
2015-06-02,248,31
2015-06-03,94,24
2015-06-04,116,28
2015-06-05,27,43
2015-06-06,46,13
2015-06-07,10,17
2015-06-08,93,28
2015-06-09,75,44
2015-06-10,72,37
2015-06-11,99,39
2015-06-12,31,28
2015-06-13,37,17
2015-06-14,21,14
2015-06-15,115,25
2015-06-16,65,60
2015-06-17,56,34
2015-06-18,150,81
2015-06-19,78,54
